txn_id,user_id,sender_upi,receiver_upi,amount,timestamp,hour,day_of_week,merchant_type,city,upi_app,is_new_merchant,device_change,is_night,avg_user_amount,is_fraud,fraud_type,is_weekend,is_midnight,is_business_hours,amount_vs_avg_ratio,is_high_amount,is_micro_txn,is_round_amount,log_amount,amount_bucket,txn_count_last_hour,is_high_velocity,txn_count_today,merchant_risk_score,new_merchant_high_amt,suspicious_receiver,merch_clothing,merch_electronics,merch_entertainment,merch_fuel,merch_grocery,merch_pharmacy,merch_restaurant,merch_travel,merch_unknown,merch_utility,device_change_high_amt,night_new_merchant,midnight_high_amount,composite_risk,upi_app_encoded,city_freq_encoded
TXN0008481,USER0348,user348@ibl,merchant15@upi,563.59,2025-11-02 04:08:55.917239,4,6,restaurant,Jaipur,PhonePe,1,0,1,7533.51,0,none,1,1,0,0.0748,0,0,0,6.336099804008267,2,1,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,0,1,0,1,1,0.1027
TXN0008923,USER0119,user119@ybl,merchant24@upi,4903.49,2025-11-02 04:29:22.921927,4,6,clothing,Kolkata,GPay,0,0,1,2099.76,0,none,1,1,0,2.3353,0,0,0,8.497906391058464,3,1,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0,0,1,4,0,0.0981
TXN0006513,USER0299,user299@okhdfcbank,merchant193@upi,38413.2,2025-11-02 04:33:26.880794,4,6,electronics,Kolkata,PhonePe,0,0,1,4709.33,0,none,1,1,0,8.1568,1,0,0,10.556182461886397,4,1,0,1,3,0,0,False,True,False,False,False,False,False,False,False,False,0,0,1,9,1,0.0981
TXN0007714,USER0134,user134@okhdfcbank,merchant198@upi,13577.53,2025-11-02 04:36:02.903881,4,6,travel,Jaipur,GPay,1,0,1,6506.96,0,none,1,1,0,2.0866,0,0,0,9.516245147830832,4,1,0,2,2,1,0,False,False,False,False,False,False,False,True,False,False,0,1,1,8,0,0.1027
TXN0004374,USER0469,user469@okaxis,merchant72@upi,4394.6,2025-11-02 04:54:24.840192,4,6,utility,Mumbai,Paytm,0,0,1,4069.63,0,none,1,1,0,1.0799,0,0,0,8.38835931957277,3,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,1,4,2,0.1017
TXN0001124,USER0449,user449@okhdfcbank,merchant183@upi,2052.85,2025-11-02 05:33:24.780337,5,6,fuel,Ahmedabad,GPay,0,0,1,2052.85,0,none,1,0,0,1.0,0,0,0,7.627471359584226,3,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0.1
TXN0008319,USER0276,user276@upi,merchant34@upi,6518.48,2025-11-02 05:44:07.914207,5,6,travel,Chennai,BHIM,0,0,1,6716.31,0,none,1,0,0,0.9705,0,0,0,8.782549897138905,3,1,0,1,2,0,0,False,False,False,False,False,False,False,True,False,False,0,0,0,2,3,0.0956
TXN0005039,USER0134,user134@upi,merchant60@upi,985.48,2025-11-02 06:54:44.854104,6,6,clothing,Jaipur,AmazonPay,0,0,0,3959.9,0,none,1,0,0,0.2489,0,0,0,6.894143051562275,2,1,0,2,1,0,0,True,False,False,False,False,False,False,False,False,False,0,0,0,1,4,0.1027
TXN0006478,USER0303,user303@upi,merchant31@upi,1491.88,2025-11-02 07:09:49.880794,7,6,fuel,Jaipur,AmazonPay,0,0,0,1273.51,0,none,1,0,0,1.1715,0,0,0,7.308462419225216,2,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,1,4,0.1027
TXN0009892,USER0246,user246@okaxis,fraud1@upi,31972.22,2025-11-02 07:13:37.946763,7,6,unknown,Pune,AmazonPay,1,1,0,2076.35,1,large_amount,1,0,0,15.3983,1,0,0,10.372653956406486,4,1,0,1,5,1,1,False,False,False,False,False,False,False,False,True,False,1,0,0,16,4,0.0986
TXN0001140,USER0056,user56@okhdfcbank,merchant8@upi,944.47,2025-11-02 07:46:55.780337,7,6,restaurant,Pune,PhonePe,0,0,0,6724.66,0,none,1,0,0,0.1404,0,0,0,6.851682158351343,2,1,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0.0986
TXN0005450,USER0268,user268@upi,merchant113@upi,475.86,2025-11-02 08:00:19.860793,8,6,entertainment,Delhi,Paytm,0,0,0,1402.73,0,none,1,0,0,0.3392,0,0,0,6.167222946760261,1,1,0,1,2,0,0,False,False,True,False,False,False,False,False,False,False,0,0,0,2,2,0.1003
TXN0003460,USER0102,user102@ybl,merchant70@upi,2336.2,2025-11-02 08:33:27.822117,8,6,fuel,Pune,Paytm,0,0,0,9289.28,0,none,1,0,0,0.2515,0,0,0,7.756708910680282,3,1,0,2,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,1,2,0.0986
TXN0005581,USER0111,user111@okaxis,merchant182@upi,3304.23,2025-11-02 09:07:22.862306,9,6,utility,Hyderabad,AmazonPay,1,0,0,6780.3,0,none,1,0,0,0.4873,0,0,0,8.103261341392397,3,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,4,0.1026
TXN0006664,USER0158,user158@okhdfcbank,merchant2@upi,2909.93,2025-11-02 09:24:40.883804,9,6,fuel,Ahmedabad,AmazonPay,0,0,0,10184.45,0,none,1,0,0,0.2857,0,0,0,7.976227896737155,3,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,1,4,0.1
TXN0005743,USER0215,user215@okhdfcbank,merchant34@upi,717.28,2025-11-02 09:47:10.865888,9,6,entertainment,Pune,BHIM,0,0,0,6081.85,0,none,1,0,0,0.1179,0,0,0,6.576859465173697,2,1,0,1,2,0,0,False,False,True,False,False,False,False,False,False,False,0,0,0,2,3,0.0986
TXN0000945,USER0084,user84@oksbi,merchant164@upi,10019.43,2025-11-02 09:52:08.777315,9,6,travel,Mumbai,PhonePe,0,0,0,2202.88,0,none,1,0,0,4.5483,0,0,0,9.212381287889725,4,1,0,1,2,0,0,False,False,False,False,False,False,False,True,False,False,0,0,0,2,1,0.1017
TXN0002884,USER0017,user17@ibl,merchant8@upi,422.64,2025-11-02 10:00:54.814446,10,6,entertainment,Delhi,GPay,0,0,0,6766.51,0,none,1,0,0,0.0625,0,0,0,6.048884037975468,1,1,0,1,2,0,0,False,False,True,False,False,False,False,False,False,False,0,0,0,2,0,0.1003
TXN0009523,USER0016,user16@ibl,fraud21@upi,77472.22,2025-11-02 11:03:58.938771,11,6,unknown,Pune,PhonePe,1,1,0,5033.61,1,large_amount,1,0,0,15.391,1,0,0,11.257687607238742,5,1,0,2,5,1,1,False,False,False,False,False,False,False,False,True,False,1,0,0,16,1,0.0986
TXN0009912,USER0102,user102@okhdfcbank,fraud38@upi,22.98,2025-11-02 11:36:38.946763,11,6,unknown,Kolkata,Paytm,1,0,0,5794.05,1,rapid_fire,1,0,0,0.004,0,0,0,3.177220149599368,0,1,0,2,5,0,1,False,False,False,False,False,False,False,False,True,False,0,0,0,9,2,0.0981
TXN0004178,USER0117,user117@okaxis,merchant71@upi,24078.54,2025-11-02 12:40:36.838628,12,6,electronics,Lucknow,GPay,0,0,0,2226.99,0,none,1,0,0,10.8121,1,0,0,10.08911779625026,4,1,0,1,3,0,0,False,True,False,False,False,False,False,False,False,False,0,0,0,6,0,0.1004
TXN0008100,USER0055,user55@okhdfcbank,merchant68@upi,10840.13,2025-11-02 12:52:53.910114,12,6,electronics,Bangalore,AmazonPay,0,0,0,5017.31,0,none,1,0,0,2.1605,0,0,0,9.291102513103093,4,1,0,1,3,0,0,False,True,False,False,False,False,False,False,False,False,0,0,0,3,4,0.1
TXN0008139,USER0344,user344@ibl,merchant172@upi,1277.67,2025-11-02 13:06:02.912127,13,6,fuel,Jaipur,BHIM,0,0,0,1901.54,0,none,1,0,0,0.6719,0,0,0,7.15357575421399,2,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,1,3,0.1027
TXN0006329,USER0263,user263@ibl,merchant36@upi,2913.06,2025-11-02 13:21:04.873629,13,6,utility,Kolkata,PhonePe,0,0,0,7048.94,0,none,1,0,0,0.4133,0,0,0,7.97730257679712,3,1,0,2,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,1,0.0981
TXN0002048,USER0088,user88@okaxis,merchant170@upi,176.89,2025-11-02 13:47:56.798406,13,6,restaurant,Kolkata,GPay,0,0,0,14960.37,0,none,1,0,0,0.0118,0,0,0,5.181165381737178,1,1,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0.0981
TXN0006051,USER0439,user439@okaxis,merchant25@upi,4388.72,2025-11-02 14:14:06.872614,14,6,utility,Ahmedabad,BHIM,0,0,0,4784.35,0,none,1,0,0,0.9173,0,0,0,8.387020722713917,3,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,3,0.1
TXN0004027,USER0183,user183@upi,merchant135@upi,1519.31,2025-11-02 14:29:44.834107,14,6,entertainment,Ahmedabad,BHIM,0,0,0,9347.16,0,none,1,0,0,0.1625,0,0,0,7.326669540414306,2,1,0,1,2,0,0,False,False,True,False,False,False,False,False,False,False,0,0,0,2,3,0.1
TXN0009145,USER0009,user9@upi,merchant12@upi,2793.84,2025-11-02 14:40:48.930027,14,6,fuel,Jaipur,PhonePe,0,0,0,4903.01,0,none,1,0,0,0.5698,0,0,0,7.935530138870137,3,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,1,1,0.1027
TXN0004812,USER0498,user498@okhdfcbank,merchant42@upi,185.74,2025-11-02 14:43:29.849978,14,6,pharmacy,Delhi,Paytm,0,0,0,1886.97,0,none,1,0,0,0.0984,0,0,0,5.22971727505578,1,1,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,0,0,0,0,2,0.1003
TXN0001964,USER0259,user259@oksbi,merchant166@upi,1909.23,2025-11-02 16:13:11.796901,16,6,utility,Kolkata,BHIM,0,0,0,1314.12,0,none,1,0,0,1.4529,0,0,0,7.5549789326390755,2,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,3,0.0981
TXN0005772,USER0450,user450@ybl,merchant185@upi,2989.1,2025-11-02 16:21:21.867403,16,6,clothing,Hyderabad,GPay,0,0,0,7473.73,0,none,1,0,0,0.3999,0,0,0,8.00306211064152,3,1,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0.1026
TXN0005303,USER0016,user16@ibl,merchant56@upi,3339.43,2025-11-02 16:41:31.858676,16,6,clothing,Lucknow,AmazonPay,0,0,0,5228.16,0,none,1,0,0,0.6387,0,0,0,8.11385482019911,3,1,0,2,1,0,0,True,False,False,False,False,False,False,False,False,False,0,0,0,1,4,0.1004
TXN0000513,USER0186,user186@okhdfcbank,merchant67@upi,32753.01,2025-11-02 17:57:22.769628,17,6,electronics,Kolkata,AmazonPay,0,0,0,562.3,0,none,1,0,0,58.2483,1,0,0,10.396780676315988,4,1,0,1,3,0,0,False,True,False,False,False,False,False,False,False,False,0,0,0,6,4,0.0981
TXN0002554,USER0252,user252@okhdfcbank,merchant41@upi,208.69,2025-11-02 18:04:17.808767,18,6,entertainment,Bangalore,AmazonPay,0,0,0,998.59,0,none,1,0,0,0.209,0,0,0,5.3456302495986545,1,1,0,1,2,0,0,False,False,True,False,False,False,False,False,False,False,0,0,0,2,4,0.1
TXN0006228,USER0187,user187@ybl,merchant153@upi,43078.18,2025-11-02 18:04:43.873629,18,6,electronics,Delhi,AmazonPay,0,0,0,7232.26,0,none,1,0,0,5.9564,1,0,0,10.67079509673448,4,1,0,1,3,0,0,False,True,False,False,False,False,False,False,False,False,0,0,0,6,4,0.1003
TXN0002991,USER0048,user48@ybl,merchant133@upi,1395.37,2025-11-02 18:30:53.815959,18,6,pharmacy,Jaipur,BHIM,0,0,0,3136.46,0,none,1,0,0,0.4449,0,0,0,7.241631291184575,2,1,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,0,0,0,0,3,0.1027
TXN0004048,USER0001,user1@upi,merchant158@upi,2574.16,2025-11-02 18:59:10.834107,18,6,utility,Delhi,BHIM,0,0,0,5025.98,0,none,1,0,0,0.5122,0,0,0,7.85366694708981,3,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,3,0.1003
TXN0003374,USER0370,user370@ybl,merchant172@upi,1257.68,2025-11-02 19:14:03.822117,19,6,entertainment,Ahmedabad,PhonePe,1,0,0,12306.69,0,none,1,0,0,0.1022,0,0,0,7.137818831761513,2,1,0,1,2,0,0,False,False,True,False,False,False,False,False,False,False,0,0,0,2,1,0.1
TXN0001835,USER0454,user454@okaxis,merchant194@upi,1410.07,2025-11-02 20:27:14.794328,20,6,clothing,Chennai,AmazonPay,0,0,0,10546.48,0,none,1,0,0,0.1337,0,0,0,7.252103560827797,2,1,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0,0,0,1,4,0.0956
TXN0000779,USER0345,user345@ybl,merchant55@upi,49074.41,2025-11-02 21:24:39.774315,21,6,electronics,Pune,AmazonPay,0,0,0,660.25,0,none,1,0,0,74.327,1,0,0,10.80111337366911,4,1,0,1,3,0,0,False,True,False,False,False,False,False,False,False,False,0,0,0,6,4,0.0986
TXN0000854,USER0263,user263@ybl,merchant170@upi,2123.8,2025-11-02 22:50:41.775313,22,6,utility,Kolkata,AmazonPay,0,0,0,2123.8,0,none,1,0,0,1.0,0,0,0,7.661432959282115,3,1,0,2,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,4,0.0981
TXN0005782,USER0331,user331@oksbi,merchant172@upi,19471.08,2025-11-02 23:13:45.867403,23,6,travel,Hyderabad,AmazonPay,1,0,1,6382.42,0,none,1,0,0,3.0507,0,0,0,9.876736923682303,4,1,0,1,2,1,0,False,False,False,False,False,False,False,True,False,False,0,1,0,5,4,0.1026
TXN0001564,USER0150,user150@okaxis,merchant26@upi,905.65,2025-11-02 23:30:36.788883,23,6,pharmacy,Bangalore,BHIM,0,0,1,2297.6,0,none,1,0,0,0.3942,0,0,0,6.809756488100034,2,1,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,0,0,0,0,3,0.1
TXN0004396,USER0057,user57@okaxis,merchant147@upi,794.55,2025-11-02 23:59:36.840192,23,6,grocery,Bangalore,Paytm,0,0,1,9190.69,0,none,1,0,0,0.0865,0,0,0,6.679033699353865,2,1,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,0,0,0,0,2,0.1
TXN0009927,USER0454,user454@okhdfcbank,fraud25@upi,50833.65,2025-11-03 00:29:36.947765,0,0,electronics,Mumbai,BHIM,1,1,1,8686.71,1,new_device_large,0,0,0,5.8519,1,0,0,10.836333487665396,5,1,0,1,3,1,1,False,True,False,False,False,False,False,False,False,False,1,1,0,15,3,0.1017
TXN0006390,USER0404,user404@oksbi,merchant27@upi,2546.73,2025-11-03 00:46:03.878643,0,0,fuel,Kolkata,BHIM,1,0,1,3178.24,0,none,0,0,0,0.8013,0,0,0,7.84295804561421,3,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,1,0,2,3,0.0981
TXN0005594,USER0267,user267@upi,merchant79@upi,2307.74,2025-11-03 00:47:40.862306,0,0,fuel,Ahmedabad,PhonePe,0,1,1,7685.59,0,none,0,0,0,0.3003,0,0,0,7.744457200155937,3,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,1,1,0.1
TXN0004067,USER0016,user16@okaxis,merchant14@upi,17822.58,2025-11-03 00:53:50.834107,0,0,travel,Chennai,AmazonPay,0,0,1,1394.42,0,none,0,0,0,12.7814,1,0,0,9.78827757871509,4,1,0,1,2,0,0,False,False,False,False,False,False,False,True,False,False,0,0,0,5,4,0.0956
TXN0008725,USER0229,user229@oksbi,merchant11@upi,434.65,2025-11-03 01:01:39.921927,1,0,fuel,Lucknow,Paytm,0,0,1,2938.24,0,none,0,1,0,0.1479,0,0,0,6.076839168677296,1,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,1,2,0.1004
TXN0001937,USER0274,user274@ybl,merchant171@upi,37175.36,2025-11-03 01:52:33.795877,1,0,electronics,Ahmedabad,AmazonPay,0,0,1,3390.64,0,none,0,1,0,10.9641,1,0,0,10.52342835438481,4,1,0,2,3,0,0,False,True,False,False,False,False,False,False,False,False,0,0,1,9,4,0.1
TXN0001348,USER0366,user366@oksbi,merchant102@upi,11642.01,2025-11-03 01:58:37.783854,1,0,travel,Hyderabad,PhonePe,0,0,1,11642.01,0,none,0,1,0,1.0,0,0,0,9.362461278921813,4,1,0,1,2,0,0,False,False,False,False,False,False,False,True,False,False,0,0,1,5,1,0.1026
TXN0001851,USER0216,user216@okaxis,merchant107@upi,396.5,2025-11-03 03:00:10.794869,3,0,restaurant,Bangalore,GPay,0,0,1,3621.27,0,none,0,1,0,0.1095,0,0,0,5.985194934094387,1,1,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0.1
TXN0007172,USER0248,user248@ybl,merchant179@upi,2515.65,2025-11-03 03:46:22.893542,3,0,electronics,Hyderabad,Paytm,0,0,1,2493.41,0,none,0,1,0,1.0089,0,0,0,7.830683931036475,3,1,0,1,3,0,0,False,True,False,False,False,False,False,False,False,False,0,0,1,6,2,0.1026
TXN0000633,USER0026,user26@okhdfcbank,merchant157@upi,406.54,2025-11-03 04:41:44.770648,4,0,entertainment,Bangalore,AmazonPay,0,0,1,578.06,0,none,0,1,0,0.7033,0,0,0,6.0101390873727905,1,1,0,1,2,0,0,False,False,True,False,False,False,False,False,False,False,0,0,0,2,4,0.1
TXN0007142,USER0034,user34@upi,merchant20@upi,628.48,2025-11-03 04:54:04.893542,4,0,pharmacy,Pune,BHIM,0,0,1,6410.3,0,none,0,1,0,0.098,0,0,0,6.444894081732664,2,1,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,0,0,0,0,3,0.0986
TXN0005310,USER0068,user68@ibl,merchant167@upi,3573.66,2025-11-03 04:55:36.858676,4,0,travel,Kolkata,GPay,0,0,1,1074.22,0,none,0,1,0,3.3267,0,0,0,8.181625345710247,3,1,0,1,2,0,0,False,False,False,False,False,False,False,True,False,False,0,0,1,5,0,0.0981
TXN0005289,USER0190,user190@ybl,merchant125@upi,243.14,2025-11-03 05:57:40.856663,5,0,grocery,Chennai,BHIM,0,0,1,6246.13,0,none,0,0,0,0.0389,0,0,0,5.497741831241654,1,1,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,0,0,0,0,3,0.0956
TXN0009985,USER0312,user312@ybl,fraud31@upi,18.0,2025-11-03 06:31:15.948855,6,0,unknown,Lucknow,BHIM,1,0,0,6618.86,1,rapid_fire,0,0,0,0.0027,0,0,0,2.9444389791664403,0,1,0,1,5,0,1,False,False,False,False,False,False,False,False,True,False,0,0,0,9,3,0.1004
TXN0003418,USER0020,user20@ybl,merchant188@upi,1837.1,2025-11-03 06:38:14.822117,6,0,grocery,Delhi,GPay,0,0,0,1286.75,0,none,0,0,0,1.4277,0,0,0,7.516487708399718,2,1,0,2,0,0,0,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0.1003
TXN0001582,USER0246,user246@ybl,merchant48@upi,153.24,2025-11-03 06:49:19.789400,6,0,restaurant,Hyderabad,GPay,0,0,0,389.73,0,none,0,0,0,0.3932,0,0,0,5.038509830862235,1,1,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0.1026
TXN0008667,USER0500,user500@oksbi,merchant60@upi,1060.23,2025-11-03 07:00:56.921927,7,0,clothing,Mumbai,BHIM,0,0,0,4016.22,0,none,0,0,0,0.264,0,0,0,6.96718389174715,2,1,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0,0,0,1,3,0.1017
TXN0007422,USER0318,user318@upi,merchant191@upi,15135.73,2025-11-03 08:14:48.898216,8,0,electronics,Lucknow,AmazonPay,0,0,0,3602.78,0,none,0,0,0,4.2011,0,0,0,9.624879519515552,4,1,0,1,3,0,0,False,True,False,False,False,False,False,False,False,False,0,0,0,3,4,0.1004
TXN0003915,USER0292,user292@okhdfcbank,merchant94@upi,24853.22,2025-11-03 08:53:19.834107,8,0,electronics,Hyderabad,AmazonPay,0,0,0,2325.08,0,none,0,0,0,10.6892,1,0,0,10.120782836020656,4,1,0,1,3,0,0,False,True,False,False,False,False,False,False,False,False,0,0,0,6,4,0.1026
TXN0002882,USER0342,user342@ybl,merchant184@upi,35274.54,2025-11-03 09:07:17.814446,9,0,electronics,Kolkata,Paytm,0,0,0,16022.16,0,none,0,0,1,2.2016,0,0,0,10.470945084895835,4,1,0,2,3,0,0,False,True,False,False,False,False,False,False,False,False,0,0,0,3,2,0.0981
TXN0004604,USER0264,user264@upi,merchant4@upi,5144.83,2025-11-03 09:43:10.845796,9,0,travel,Lucknow,AmazonPay,0,0,0,6324.0,0,none,0,0,1,0.8135,0,0,0,8.545941956928734,3,1,0,1,2,0,0,False,False,False,False,False,False,False,True,False,False,0,0,0,2,4,0.1004
TXN0004798,USER0122,user122@okhdfcbank,merchant5@upi,892.0,2025-11-03 09:50:20.849394,9,0,pharmacy,Kolkata,GPay,1,0,0,7449.43,0,none,0,0,1,0.1197,0,0,0,6.794586580876499,2,1,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0.0981
TXN0001116,USER0011,user11@oksbi,merchant69@upi,307.75,2025-11-03 10:02:42.780337,10,0,grocery,Mumbai,PhonePe,0,0,0,13722.72,0,none,0,0,1,0.0224,0,0,0,5.732531887942187,1,1,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,0,0,0,0,1,0.1017
TXN0003909,USER0274,user274@ibl,merchant68@upi,618.02,2025-11-03 10:41:42.831084,10,0,pharmacy,Delhi,AmazonPay,0,0,0,6539.89,0,none,0,0,1,0.0945,0,0,0,6.42813758234034,2,1,0,2,0,0,0,False,False,False,False,False,True,False,False,False,False,0,0,0,0,4,0.1003
TXN0002970,USER0295,user295@upi,merchant96@upi,2632.29,2025-11-03 11:01:51.815959,11,0,fuel,Kolkata,GPay,0,0,0,8800.55,0,none,0,0,1,0.2991,0,0,0,7.875989293955405,3,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0.0981
TXN0008229,USER0277,user277@ibl,merchant114@upi,1334.45,2025-11-03 11:19:34.912639,11,0,grocery,Delhi,PhonePe,0,0,0,3960.0,0,none,0,0,1,0.337,0,0,0,7.19702359268779,2,1,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,0,0,0,0,1,0.1003
TXN0002460,USER0342,user342@oksbi,merchant44@upi,893.09,2025-11-03 11:55:50.806759,11,0,pharmacy,Jaipur,BHIM,0,0,0,14955.61,0,none,0,0,1,0.0597,0,0,0,6.795806441247454,2,1,0,2,0,0,0,False,False,False,False,False,True,False,False,False,False,0,0,0,0,3,0.1027
TXN0006425,USER0095,user95@ybl,merchant42@upi,508.9,2025-11-03 11:56:43.879662,11,0,grocery,Bangalore,AmazonPay,0,0,0,1699.2,0,none,0,0,1,0.2995,0,0,0,6.23421462806111,2,1,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,0,0,0,0,4,0.1
TXN0004975,USER0078,user78@okaxis,merchant191@upi,706.09,2025-11-03 13:21:04.852074,13,0,pharmacy,Bangalore,Paytm,0,0,0,6921.17,0,none,0,0,1,0.102,0,0,0,6.561157956238944,2,1,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,0,0,0,0,2,0.1
TXN0000875,USER0387,user387@oksbi,merchant144@upi,953.52,2025-11-03 14:13:03.775313,14,0,restaurant,Lucknow,GPay,0,0,0,13726.26,0,none,0,0,1,0.0695,0,0,0,6.861208596325016,2,1,0,2,0,0,0,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0.1004
TXN0009264,USER0386,user386@okaxis,merchant178@upi,532.49,2025-11-03 14:17:01.930027,14,0,restaurant,Lucknow,BHIM,1,0,0,6839.7,0,none,0,0,1,0.0779,0,0,0,6.279440326423679,2,1,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,0,0,0,0,3,0.1004
TXN0002453,USER0254,user254@oksbi,merchant122@upi,40483.28,2025-11-03 14:21:01.806759,14,0,electronics,Jaipur,GPay,0,0,0,12906.11,0,none,0,0,1,3.1368,0,0,0,10.608669029597491,4,1,0,1,3,0,0,False,True,False,False,False,False,False,False,False,False,0,0,0,3,0,0.1027
TXN0004909,USER0423,user423@ybl,merchant120@upi,1195.23,2025-11-03 14:27:40.850556,14,0,fuel,Mumbai,GPay,0,0,0,2627.48,0,none,0,0,1,0.4549,0,0,0,7.0869302237141305,2,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0.1017
TXN0009275,USER0321,user321@okhdfcbank,merchant33@upi,19488.8,2025-11-03 14:30:53.930027,14,0,travel,Jaipur,BHIM,0,0,0,6814.64,0,none,0,0,1,2.8598,0,0,0,9.877646530776303,4,1,0,1,2,0,0,False,False,False,False,False,False,False,True,False,False,0,0,0,2,3,0.1027
TXN0003072,USER0177,user177@okaxis,merchant136@upi,758.78,2025-11-03 14:35:03.817474,14,0,grocery,Jaipur,PhonePe,0,0,0,3590.42,0,none,0,0,1,0.2113,0,0,0,6.633028917690572,2,1,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,0,0,0,0,1,0.1027
TXN0006129,USER0311,user311@oksbi,merchant55@upi,3796.04,2025-11-03 14:40:56.873629,14,0,utility,Kolkata,PhonePe,0,1,0,4796.38,0,none,0,0,1,0.7914,0,0,0,8.241977094808918,3,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,1,0,0,3,1,0.0981
TXN0007408,USER0180,user180@ybl,merchant170@upi,3400.82,2025-11-03 14:47:57.898216,14,0,utility,Mumbai,Paytm,0,0,0,1907.24,0,none,0,0,1,1.7831,0,0,0,8.132065861503111,3,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,2,0.1017
TXN0002534,USER0443,user443@ybl,merchant127@upi,38636.21,2025-11-03 15:19:07.807767,15,0,electronics,Jaipur,Paytm,0,0,0,975.14,0,none,0,0,1,39.6212,1,0,0,10.561971080750606,4,1,0,1,3,0,0,False,True,False,False,False,False,False,False,False,False,0,0,0,6,2,0.1027
TXN0006499,USER0238,user238@upi,merchant157@upi,1582.77,2025-11-03 15:28:21.880794,15,0,grocery,Chennai,AmazonPay,0,0,0,4870.83,0,none,0,0,1,0.3249,0,0,0,7.367563359811335,2,1,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,0,0,0,0,4,0.0956
TXN0002909,USER0141,user141@ybl,merchant131@upi,4936.78,2025-11-03 15:37:09.814446,15,0,clothing,Mumbai,BHIM,0,0,0,1532.21,0,none,0,0,1,3.222,0,0,0,8.50467111646225,3,1,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0,0,0,1,3,0.1017
TXN0007727,USER0400,user400@oksbi,merchant145@upi,1145.98,2025-11-03 15:53:42.903881,15,0,restaurant,Jaipur,PhonePe,0,0,0,1638.36,0,none,0,0,1,0.6995,0,0,0,7.044887680185718,2,1,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0.1027
TXN0000001,USER0328,user328@okaxis,merchant189@upi,527.54,2025-11-03 16:04:58.763084,16,0,grocery,Chennai,GPay,0,0,0,527.54,0,none,0,0,1,1.0,0,0,0,6.270118488349759,2,1,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0.0956
TXN0005446,USER0243,user243@okaxis,merchant88@upi,446.1,2025-11-03 17:10:52.860793,17,0,clothing,Mumbai,Paytm,0,0,0,4743.6,0,none,0,0,1,0.094,0,0,0,6.102782283239935,1,1,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0,0,0,1,2,0.1017
